price,car_title,num_photos,photo_url,location,mileage,description,listing_url,dealer_name
"$30,999",2018 Subaru Forester 2.5i Limited CVT,3,https://tdrpmimages.azureedge.net/photos/import/202311/0122/0349/d9a38fdb-2166-47f6-ae8d-90b310e88993.jpg-180x135,DUNCAN,"96,644 KM","This vehicle's recently passed our comprehensive safety inspection, has been detailed inside and out, and comes backed by our Owner Protection Plan for your peace of mind which includes a free copy of the vehicle's CARFAX report. We'd love to put you in the driver's seat to s...",https://www.autotrader.ca/a/subaru/forester/duncan/british%20columbia/5_60395004_bs20076193740/?showcpo=ShowCpo&ncse=no&orup=2_95_31663&sprx=-2,Jim Pattison Toyota Duncan
"$44,999",2018 Toyota 4Runner Limited,3,https://tdrpmimages.azureedge.net/photos/import/202311/0123/0538/2e47e53e-17c5-4969-90d8-14d4c7e0cce9.jpg-180x135,DUNCAN,"86,076 KM","This vehicle's recently passed our comprehensive safety inspection, has been detailed inside and out, and comes backed by our Owner Protection Plan for your peace of mind which includes a free copy of the vehicle's CARFAX report. We'd love to put you in the driver's seat to s...",https://www.autotrader.ca/a/toyota/4runner/duncan/british%20columbia/5_60394994_bs20076193740/?showcpo=ShowCpo&ncse=no&orup=3_95_31663&sprx=-2,Jim Pattison Toyota Duncan
"$53,400",1967 Plymouth GTX,11,https://tdrpmimages.azureedge.net/private/2023/11/1/01efa2a9-6a33-4601-bc9d-0135e5e528f5.jpg-180x135,DELTA,"100,000 KM",1967 GTX 440 4 spd car. New all round wilwood brakes retired. 3.90 sure grip.,https://www.autotrader.ca/a/plymouth/gtx/delta/british%20columbia/19_12722375_/?showcpo=ShowCpo&ncse=no&orup=4_95_31663&sprx=-2,
"$123,888",2021 Cadillac Escalade ESV No Accidents|SportPlatinumPkg,26,https://tdrpmimages.azureedge.net/photos/import/202310/0402/2422/f366f0ae-7ebc-47f3-83c4-86de32aaacbd.jpg-180x135,MISSISSAUGA,"28,243 KM",4WD. Odometer is 11294 kilometers below market average! 2021 Black Raven Cadillac Escalade ESV Sport Platinum! No Luxury Tax Vehicle Price and Finance payments include OMVIC Fee and Fuel. Erin Mills Mitsubishi is proud to offer a superior selection of top quality pre-owned...,https://www.autotrader.ca/a/cadillac/escalade%20esv/mississauga/ontario/5_59281857_20191025175411329/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Erin Mills Mitsubishi (QAG)
"$10,000",2009 Toyota Tacoma 4WD DoubleCab V6 Auto,11,https://tdrpmimages.azureedge.net/private/2023/11/1/5c6920ac-fd4f-497e-b0d7-b3d6856aef87.jpg-180x135,MAPLE RIDGE,"400,000 KM","2009 Toyota Tacoma TRD Sport 400,000k - tunnel cover - hitch - no major accidents - no frame damage - one owner - services kept up to date",https://www.autotrader.ca/a/toyota/tacoma/maple%20ridge/british%20columbia/19_12722370_/?showcpo=ShowCpo&ncse=no&orup=5_95_31663&sprx=-2,
"$5,800",2005 Mercedes-Benz 230C black,13,https://tdrpmimages.azureedge.net/private/2023/10/30/593deccb-f395-4b55-8317-a630f811c373.jpg-180x135,VANCOUVER,"129,769 KM",the car is in good shape selling the car since i am leaving the country going overseas.,https://www.autotrader.ca/a/mercedes-benz/230/vancouver/british%20columbia/19_12720988_/?showcpo=ShowCpo&ncse=no&orup=6_95_31663&sprx=-2,
"$29,750",2017 BMW 328d xDrive,5,https://tdrpmimages.azureedge.net/private/2023/11/1/d616340e-405b-4c3a-92e5-90237f8a5a84.jpg-180x135,SURREY,"84,000 KM","Rare 2017 BMW 328D. Locally driven, no accidents, gets great mileage. Mineral Grey with black leather interior. Heated seats, steering wheel, AWD.",https://www.autotrader.ca/a/bmw/3%20series/surrey/british%20columbia/19_12722362_/?showcpo=ShowCpo&ncse=no&orup=7_95_31663&sprx=-2,
"$17,000",2015 Ram 2500 4WD Crew Cab 169 SLT,7,https://tdrpmimages.azureedge.net/private/2023/11/1/3f0e7803-0cea-48d0-bc13-5c40fdfda62d.jpg-180x135,GIBSONS,"275,000 KM","Great overall truck (for work/family/recreational) located on the Sunshine Coast BC. Well maintained and cared for truck that has been reliable and should provide much additional utility & value for its next owner. I really hate to sell this truck, but I have other short term ...",https://www.autotrader.ca/a/ram/2500/gibsons/british%20columbia/19_12722363_/?showcpo=ShowCpo&ncse=no&orup=8_95_31663&sprx=-2,
"$21,800",2017 Hyundai Santa Fe Sport AWD 4dr 2.4L Luxury,17,https://tdrpmimages.azureedge.net/photos/202311/0121/2924/eec2cb98-a735-4584-a1cc-543747018c04.jpg-180x135,SURREY,"74,000 KM","PLEASE CALL US AT ********** TO BOOK AN APPOINTMENT TO VIEW OR TEST DRIVE DEALER#26479. DOC FEE $695 highway auto sales 16187,fraser hwy surrey bc v4n0v9",https://www.autotrader.ca/a/hyundai/santa%20fe%20sport/surrey/british%20columbia/5_60394918_20121214162929169/?showcpo=ShowCpo&ncse=no&orup=9_95_31663&sprx=-2,Highway Auto Sales
"$22,000",2015 Ford F-150 4WD SuperCab 145 XLT,2,https://tdrpmimages.azureedge.net/private/2023/10/30/4433a954-90cf-491f-8b5a-ad9cb8684d34.jpg-180x135,KELOWNA,"191,000 KM","2015 F-150 made strides in this department with the introduction of an aluminum body, which reduced weight and improved fuel economy compared to earlier models. The SuperCab configuration offers seating for up to five people and features rear-hinged rear doors that provide eas...",https://www.autotrader.ca/a/ford/f-150/kelowna/british%20columbia/19_12720546_/?showcpo=ShowCpo&ncse=no&orup=10_95_31663&sprx=-2,
"$10,998",2010 Honda Civic Coupe 2dr Auto EX-L,17,https://tdrpmimages.azureedge.net/photos/import/202311/0121/3244/d433a02a-6df7-49c8-8ece-c9de5b9da80e.jpg-180x135,SOOKE,"204,000 KM","Looking for a dependable and efficient compact car? With its reputation for reliability and fuel efficiency, the Honda Civic is a top choice for anyone seeking a practical and budget-friendly vehicle. The 2010 Civic EX-L combines a peppy 1.8-liter engine with Honda's renowne...",https://www.autotrader.ca/a/honda/civic/sooke/british%20columbia/5_60394900_20210419185601546/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=11_95_31663&sprx=-2,4 Wheel Deals
"$51,800",2023 Toyota Tacoma CREW CAB | 4x4 | APPLE CarPlay | DRIVER ASSIST PKG,33,https://tdrpmimages.azureedge.net/photos/import/202311/0121/0333/48841a1f-091a-4093-a76d-e7f1f3b3e4cd.jpg-180x135,VERNON,"9,946 KM","The All-New Vernon Nissan, Locally Owned and Operated, is under new management. ALL our pre-owned vehicles come with Free car washes for life, receive a multi-point mechanical assessment, and a CarFax vehicle history report giving you complete peace of mind. For additional inf...",https://www.autotrader.ca/a/toyota/tacoma/vernon/british%20columbia/5_60394835_20221129160821545/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=12_95_31663&sprx=-2,Vernon Nissan
"$5,999",2006 Audi A3 4dr HB 2.0T Auto DSG,16,https://tdrpmimages.azureedge.net/photos/202311/0121/0221/fca5c0b6-94e8-4d33-8dc3-8949e3d64143.jpg-180x135,DELTA,"243,079 KM","2006 Audi A3 4dr HB 2.0T Call Raymond at **********, Available 24/7 ONE OWNER! LOCAL VEHICLE! LOW KM! Disclaimer: Price does not include documentation fees $499, taxes, and insurance. Please contact for further details. (Dealer Code: D50314)",https://www.autotrader.ca/a/audi/a3/delta/british%20columbia/5_60394833_20230512143328787/?showcpo=ShowCpo&ncse=no&orup=13_95_31663&sprx=-2,RSPACE AUTO GROUP LTD.
"$81,888",2022 Dodge Challenger Scat Pack 392 T/A No Accidents,54,https://tdrpmimages.azureedge.net/photos/import/202310/2716/4944/b353c2b6-0e73-4448-8bf3-82745907e5f3_overlay.jpg-180x135,NANAIMO,"1,588 KM",Basically Brand New! No Accidents. Power Sunroof. Navigation. Rear View Backup Camera. BlueTooth. Aux/Mp3/USB Inputs. Remote Start. Heated/Ventilated Seats. Heated Steering Wheel. Automatic Headlights/Dual Climate Control. Remote Trunk Release. Alloy Wheels. Fog Lights. Factor...,https://www.autotrader.ca/a/dodge/challenger/nanaimo/british%20columbia/5_58744402_20190819032119269/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Nanaimo Chrysler
"$12,000",2005 Dodge Ram 3500 4dr Quad Cab 140 WB SRW ST 4WD,7,https://tdrpmimages.azureedge.net/private/2023/11/1/7f267cff-bd0c-47c7-8039-71e5fb67a802.jpg-180x135,HOLBERG,"278,000 KM","This well-loved landscaper PU has had the engine rebuilt by Pawlik Automotive in 2016 and regular maintenance for the 15 years I've owned it, since 2008. New brake rotors in rear, front and rear pads recent, new e-brake shoes and cable, clutch assembly is 3 years old, tires ar...",https://www.autotrader.ca/a/dodge/ram%203500%20pickup/holberg/british%20columbia/19_12722342_/?showcpo=ShowCpo&ncse=no&orup=14_95_31663&sprx=-2,
"$22,999",2015 Nissan Pathfinder 4WD | Platinum | 7 Passenger | Leather Interior,28,https://tdrpmimages.azureedge.net/photos/import/202311/0120/4353/65825e05-3243-4dd1-b27e-e774270d951d.jpg-180x135,CAMPBELL RIVER,"117,371 KM","Platinum, All Wheeled Drive, Leather Interior, Entertainment System, 7 Passenger, Heated Seats, Cooled Front Seats, Sunroof. Are you in need of a vehicle to carry 7? Maybe you are looking for luxury without breaking the bank? Or perhaps you're just wanting an awesome AWD SUV?...",https://www.autotrader.ca/a/nissan/pathfinder/campbell%20river/british%20columbia/5_60394520_20210329201848805/?showcpo=ShowCpo&ncse=no&orup=15_95_31663&sprx=-2,Rollin’ Island Autos Ltd.
"$39,800",2020 Tesla Model 3 Standard Range Plus RWD,17,https://tdrpmimages.azureedge.net/photos/202311/0120/2544/f7f9b1b3-9e5c-4b14-af8a-b1da5147fed2.jpg-180x135,DELTA,"55,411 KM","2020 Tesla Model 3 Standard Range Plus RWD Call Raymond at **********, Available 24/7 ONE OWNER! LOCAL VEHICLE! LOW KM! NO ACCIDENT! STILL HAS FACTORY WARRANTY! Trade ins are welcome, bank financing options are available. Fast approvals and 99% acceptance rates (for all cr...",https://www.autotrader.ca/a/tesla/model%203/delta/british%20columbia/5_60394430_20230512143328787/?showcpo=ShowCpo&ncse=no&orup=16_95_31663&sprx=-2,RSPACE AUTO GROUP LTD.
"$73,000",2023 Toyota Sienna XLE 8-Passenger FWD,7,https://tdrpmimages.azureedge.net/private/2023/11/1/5c7fa6e2-758b-4a92-86bc-4421882a17f1.jpg-180x135,BURNABY,"2,500 KM",Excellent condition. 1st Owner. Drive only few times. No Accidents or Claims! Just launched the land! Mileage 2489 km! • Backup Camera / Blind Spot Monitor with RCTA / Tire Pressure Monitoring System / Lane Tracing Assist • Smart Key System / Power Rear Door with Kick S...,https://www.autotrader.ca/a/toyota/sienna/burnaby/british%20columbia/19_12722326_/?showcpo=ShowCpo&ncse=no&orup=17_95_31663&sprx=-2,
"$119,995",2021 Mercedes-Benz AMG GT AMG GT 53 4-Door Coupe / 604-644-9328,20,https://tdrpmimages.azureedge.net/photos/import/202311/0120/1702/0ebc64b2-04f3-4282-b9c9-76212231daf2.jpg-180x135,RICHMOND,"29,502 KM","LOCAL BC, NO ACCIDENTS, LOW KMS, PLEASE CALL OR TEXT TO BOOK AN APPOINTMENT TO MAKE SURE VEHICLE IS ON SITE LOCATED AT 125-8411 Bridgeport Rd, Richmond, BC V6X 1R7 NEAR BRUNO AND VERSANTE HOTEL Dealer Number:41734 CONTACT: CALVIN YEH **********",https://www.autotrader.ca/a/mercedes-benz/amg%20gt/richmond/british%20columbia/5_60394401_20210716181829505/?showcpo=ShowCpo&ncse=no&orup=18_95_31663&sprx=-2,YOYO AUTO CENTRE
"$52,995",2019 Audi TT 45 TFSI quattro,12,https://tdrpmimages.azureedge.net/photos/import/202311/0120/1326/7d66a91b-65a5-45df-91e7-21a0ce9f6c41.jpg-180x135,KELOWNA,"19,903 KM","All our preowned vehicles come with a: -Safety inspection report -Complimentary Carfax History Report -Exclusive Financing Options -Qualified for Extended Warranty -Full Tank of Fuel -Premium Restoration Detailing -Audi Kelowna Satisfaction Guaranted Audi Kelowna, A pr...",https://www.autotrader.ca/a/audi/tt/kelowna/british%20columbia/5_60394389_20131112084619772/?showcpo=ShowCpo&ncse=no&orup=19_95_31663&sprx=-2,Audi Kelowna
"$32,911",2020 Chevrolet Equinox LT,30,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0733/ef1c76cb-0b75-4ce6-884d-fe99634d1159.jpg-180x135,VERNON,"99,196 KM","This vehicle won't be on the lot long! This is a superior vehicle at an affordable price! Top features include front bucket seats, front and rear reading lights, cruise control, and remote keyless entry. Under the hood you'll find a 4 cylinder engine with more than 200 hors...",https://www.autotrader.ca/a/chevrolet/equinox/surrey/british%20columbia/5_60394340_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=20_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$111,911",2022 Jeep WRANGLER UNLIMITED RUBICON 392 EXTREME RECON,26,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0419/15eab1e9-2613-4dcb-82cd-7e7b496da5ee.jpg-180x135,VERNON,"14,653 KM","This vehicle won't be on the lot long! With a commanding stance and aerodynamic design, this vehicle owns the road! This vehicle has achieved Certified Pre-Owned status, by passing a comprehensive certification process, including a rigorous 125 point inspection! It includes...",https://www.autotrader.ca/a/jeep/wrangler/surrey/british%20columbia/5_60394307_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=21_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$11,888",2008 Jeep Patriot Sport/North,27,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0346/84671d31-8e0f-4663-84f9-35ec253f76ab.jpg-180x135,VERNON,"139,805 KM","Climb inside the 2008 Jeep Patriot! Stylish and sophisticated, this SUV grips the pavement with authority! All of the premium features expected of a Jeep are offered, including: an outside temperature display, tilt steering wheel, and much more. It features a standard trans...",https://www.autotrader.ca/a/jeep/patriot/surrey/british%20columbia/5_60394281_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=22_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$93,900",2021 BMW M4 Competition Coupe/Head-Up Display/NO Accident,21,https://tdrpmimages.azureedge.net/photos/import/202307/0800/1457/694c5027-79e0-4849-8483-646c9f982f87.jpg-180x135,NORTH VANCOUVER,"24,562 KM","Christmas comes early sales event ! HEA Package, M Drive Professional, Automatic Trunk, Universal Remote Control, Ventilated Seats, Seat Heating, Front and Rear, Parking Assistance Plus w/Surround View, Head-Up Display, BMW Drive Recorder, Wireless Charging w/ Extended Bluetoo...",https://www.autotrader.ca/a/bmw/m4/north%20vancouver/british%20columbia/5_59006669_20220615183616521/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Park Shore BMW
"$25,995",2018 Jeep Cherokee Limited,29,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0652/1e95f026-2177-4b8e-927e-e6cbdcce06ae.jpg-180x135,VERNON,"140,596 KM","Check out this 2018! Packed with features and truly a pleasure to drive! Top features include remote keyless entry, 1-touch window functionality, heated door mirrors, and leather upholstery. Smooth gearshifts are achieved thanks to the 3.2 liter 6 cylinder engine, and for a...",https://www.autotrader.ca/a/jeep/cherokee/surrey/british%20columbia/5_60394280_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=23_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$62,911",2023 Chrysler Pacifica Hybrid Pinnacle,35,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0342/e8ba810f-ca8a-431c-9509-33d2e1eee49e.jpg-180x135,VERNON,"9,229 KM","This vehicle won't be on the lot long! A great vehicle and a great value! This 7 passenger van still has less than 10,000 kilometers! Chrysler prioritized comfort and style by including: a power seat, automatic dimming door mirrors, and much more. Smooth gearshifts are achi...",https://www.autotrader.ca/a/chrysler/pacifica%20hybrid/surrey/british%20columbia/5_60394277_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=24_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$61,285",2023 Ram 1500 Classic Tradesman,29,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0732/457307c9-84db-4588-9617-e2bbfc7a0ad6.jpg-180x135,VERNON,"1,150 KM","This vehicle won't be on the lot long! Roomy, comfortable, and practical! Top features include air conditioning, tilt steering wheel, a trailer hitch, and remote keyless entry. We have a skilled and knowledgeable sales staff with many years of experience satisfying our c...",https://www.autotrader.ca/a/ram/1500%20classic/surrey/british%20columbia/5_60394275_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=25_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$32,995",2021 Jeep Compass Sport,28,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0419/947715c9-22de-49c7-b509-dcff1659fd4f.jpg-180x135,VERNON,"80,947 KM","Check out this great low mileage vehicle! Both practical and stylish! Top features include front dual zone air conditioning, power door mirrors and heated door mirrors, an overhead console, and remote keyless entry. Under the hood you'll find a 4 cylinder engine with more t...",https://www.autotrader.ca/a/jeep/compass/surrey/british%20columbia/5_60394271_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=26_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$47,995",2020 Jeep Gladiator Sport S,27,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0259/fff32c9c-1e03-43a0-91a8-d8ddafc8a0f5.jpg-180x135,VERNON,"50,133 KM","Hurry and take advantage now! Check out this 2020! Comfortable and safe in any road condition! This 4 door, 5 passenger truck just recently passed the 50,000 kilometer mark! Top features include front fog lights, a tachometer, front bucket seats, and remote keyless entry. U...",https://www.autotrader.ca/a/jeep/gladiator/surrey/british%20columbia/5_60394267_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=27_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$47,054",2023 Jeep Cherokee Altitude,29,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0252/dae2daf0-5f40-4b94-b48e-5b5fa9849dfb.jpg-180x135,VERNON,"6,260 KM","FINAL CLEARANCE!Looking for a used car at an affordable price? This Jeep won't be on the lot long! Stylish and sophisticated, this SUV grips the pavement with authority! It includes power seats, an outside temperature display, lane departure warning, and power windows. Smoo...",https://www.autotrader.ca/a/jeep/cherokee/surrey/british%20columbia/5_60394264_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=28_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$58,783",2023 Chrysler Pacifica Touring-L,29,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0247/a239598f-6761-462d-bef5-ff430a54f649.jpg-180x135,VERNON,"1,150 KM","FINAL CLEARANCE!You won't want to miss this excellent value! A great vehicle and a great value! This model accommodates 7 passengers comfortably, and provides features such as: front and rear reading lights, turn signal indicator mirrors, and 1-touch window functionality. S...",https://www.autotrader.ca/a/chrysler/pacifica/surrey/british%20columbia/5_60394242_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=29_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$91,882",2023 Ram 1500 Limited Longhorn,31,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0648/3cf93ee0-9ae7-4012-b7ca-687d1dad961c.jpg-180x135,VERNON,"2,062 KM","How about this great vehicle! This quick and nimble vehicle offers distinctive urban-inspired styling mixed with renowned four wheel drive capability! Top features include rain sensing wipers, heated door mirrors, a bedliner, and voice activated navigation. Under the hood y...",https://www.autotrader.ca/a/ram/1500/surrey/british%20columbia/5_60394241_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=30_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$11,888",2003 Dodge Ram 1500 ST,26,https://tdrpmimages.azureedge.net/photos/import/202311/0120/0253/55ee2a05-c9b8-4bdb-8a18-806848dc0613.jpg-180x135,VERNON,"294,732 KM","Outstanding design defines the 2003 Dodge Ram 1500! Roomy, comfortable, and practical! This 4 door, 6 passenger truck provides exceptional value! All of the premium features expected of a Dodge are offered, including: a rear step bumper, a front bench seat, and much more. I...",https://www.autotrader.ca/a/dodge/ram%201500%20pickup/surrey/british%20columbia/5_60394235_20231025191815668/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=31_95_31663&sprx=-2,Vernon Dodge Jeep - Surrey
"$14,413",2011 Mercedes-Benz GLK-Class 1 owner! Crazy clean! Well Maintained! AWD!,22,https://tdrpmimages.azureedge.net/photos/import/202310/1822/5519/ff7e36d6-9d6c-4030-991a-038ec9d43da9.jpg-180x135,ABBOTSFORD,"165,115 KM","Meet Marnie! She's is a great gal who loves sharks, sand, and sandwiches! All the goodies in this incredibly well maintained AWD automatic with AC, front and rear park aids, Bluetooth, ipod aux, cruise control, remote entry, alarm, JAMMER rims, LIKE NEW LEATHER, power seat,...",https://www.autotrader.ca/a/mercedes-benz/glk-class/abbotsford/british%20columbia/5_60028837_20140922111321076/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Murray Kia Abbotsford
