price,title,num_photos,photo_url,location,mileage,description,listing_url,dealer_name
"$19,999",2016 BMW 3 Series 4dr Sdn 328i xDrive AWD SULEV South Africa,7,https://tdrpmimages.azureedge.net/private/2023/11/8/47161441-2261-421a-aa3a-6fdac6dff8e8.jpg-180x135,SURREY,"124,000 KM","ORGINALLY BOUGHT FROM LANGLEY BMW. LOCAL BC DRIVEN. ONLY HAS 1 OWNER, ALL SERVICES DONE THRU LANGLEY BMW. SPECS BLUETOOTH AUDIO GPS POWER WINDOWS LOCKS SUNROOF LANE ASSIST PARKING ASSIST BACK UP CAMERA ETC. PLEASE CALL OR TEXT HARP ********** FOR MORE INFO. CAN GIVE VIN # F...",https://www.autotrader.ca/a/bmw/3%20series/surrey/british%20columbia/19_12726790_/?showcpo=ShowCpo&ncse=no&orup=2_100_33001&sprx=-2,
"$27,900",2017 Audi Q5 2.0T Progressiv,13,https://tdrpmimages.azureedge.net/photos/import/202311/0814/0119/294ee9ea-e3dd-4c39-ba97-5339f2d2172d.jpg-180x135,VANCOUVER,"57,026 KM","2017 Audi Q5 2.0L 4-Cylinder TFSI quattro 8-Speed Automatic with Tiptronic 2.0T Progressiv quattro Enjoy the peace of mind with our exceptional offer: this vehicle comes with a 30-day or 1,500 km powertrain warranty. It has undergone a thorough safety inspection, oil change, ...",https://www.autotrader.ca/a/audi/q5/vancouver/british%20columbia/5_60464229_bs2006612103411/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=3_100_33001&sprx=-2,Vancouver Volkswagen
"$23,995",2017 Dodge Charger SXT,,https://tdrpmimages.azureedge.net/photos/import/202311/0813/4703/2e33e119-889e-4519-b370-bc210c33095b.jpg-180x135,NANAIMO,"102,874 KM","Do you prefer text contact? You can TEXT our sales team directly at ********** At Nanaimo Toyota, we endeavor to build long-term relationships and help our communities thrive. We price our vehicles competitively, recondition them to a high standard, and do it all in a custome...",https://www.autotrader.ca/a/dodge/charger/nanaimo/british%20columbia/5_60464092_20221005201416273/?showcpo=ShowCpo&ncse=no&orup=4_100_33001&sprx=-2,Nanaimo Toyota
"$74,995",2022 Jeep Grand Cherokee 4xe Base - Sunroof - Leather Seats,10,https://tdrpmimages.azureedge.net/photos/import/202311/0413/5854/0e9ec251-e7f0-4124-a5da-c20fbcdbff53.jpg-180x135,SMITHERS,458 KM,"Low Mileage, Sunroof, Leather Seats, Rear Seat Video Group, 20 inch Aluminum Wheels! On Sale! Save $2980 on this one, we've marked it down from $77975. Thanks to its famous off-road grit, this all-new Grand Cherokee's ability goes much farther than the concrete jungle. ...",https://www.autotrader.ca/a/jeep/grand%20cherokee/smithers/british%20columbia/5_56631438_20200615203742417/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Frontier Chrysler Dodge Jeep Ram Ltd.
"$115,800",2022 Isuzu NRR DIESEL 16 FT BOX / LOW TEMP REEFER / BARN DOORS,6,https://tdrpmimages.azureedge.net/photos/import/202311/0813/3346/4aa71002-a91b-4364-8b39-9369871cc5af.jpg-180x135,VANCOUVER,"60,124 KM",,https://www.autotrader.ca/a/isuzu/nrr/vancouver/british%20columbia/5_60463941_20230720144723961/?showcpo=ShowCpo&ncse=no&orup=5_100_33001&sprx=-2,PARAMOUNT TRUCK SALES - BC
"$82,800",2021 Ford Transit GAS T-250 148 W/BASE MED ROOF NEW ATC REEFER,4,https://tdrpmimages.azureedge.net/photos/import/202311/0813/3346/72ffbc28-b53f-4233-bcf3-ec004edbe394.jpg-180x135,VANCOUVER,"64,216 KM",,https://www.autotrader.ca/a/ford/unspecified/vancouver/british%20columbia/5_60463938_20230720144723961/?showcpo=ShowCpo&ncse=no&orup=6_100_33001&sprx=-2,PARAMOUNT TRUCK SALES - BC
"$77,800",2021 Ford F-250 GAS 4X4 CREW CAB WITH NEW WESTERN PLOW PKG,7,https://tdrpmimages.azureedge.net/photos/import/202311/0813/3346/8293f831-01fa-435b-b2e8-1fd0b7dc2caf.jpg-180x135,VANCOUVER,"25,580 KM",,https://www.autotrader.ca/a/ford/f-250/vancouver/british%20columbia/5_60463934_20230720144723961/?showcpo=ShowCpo&ncse=no&orup=7_100_33001&sprx=-2,PARAMOUNT TRUCK SALES - BC
"$49,500",2019 Ford F-250 SUPER DUTY,15,https://tdrpmimages.azureedge.net/private/2023/11/8/228daa9b-0084-4bee-bb3b-37cd1ef68ff6.jpg-180x135,LANTZVILLE,"140,000 KM","No Accidents - 6.2L V8 - Automatic Transmission, - Automatic 4x4 - 3/4 Ton - Crew Cab - 6'9"" Box - Power Windows - Power Door Locks - Power Mirrors - AM/FM Stereo - AC - Tilt Steering - Cloth Seats - Tinted Glass - Running Boards - Aftermarket Auto Start - Aftermarke...",https://www.autotrader.ca/a/ford/f-250/lantzville/british%20columbia/19_12726715_/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=8_100_33001&sprx=-2,
"$27,900",2020 Volkswagen Golf Comfortline,13,https://tdrpmimages.azureedge.net/photos/import/202311/0813/2230/bf3506aa-8dbb-4e5a-9691-bc19aa9e7151.jpg-180x135,VANCOUVER,"20,421 KM","2020 Volkswagen Golf 1.4L TSI FWD 8-Speed Automatic with Tiptronic Comfortline CLOTH. Enjoy the peace of mind with our exceptional offer: this vehicle comes with a 30-day or 1,500 km powertrain warranty. It has undergone a thorough safety inspection, oil change, and detailing...",https://www.autotrader.ca/a/volkswagen/golf/vancouver/british%20columbia/5_60463752_bs2006612103411/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=9_100_33001&sprx=-2,Vancouver Volkswagen
"$49,995",2016 Ram 3500 4x4 Crew Cab 6.4 Ft SLT Diesel,,https://tdrpmimages.azureedge.net/photos/import/202311/0813/1209/045140d6-3644-444f-b1a3-b47a4dcaa6c5.jpg-180x135,NANAIMO,"73,530 KM","Do you prefer text contact? You can TEXT our sales team directly at ********** At Nanaimo Toyota, we endeavor to build long-term relationships and help our communities thrive. We price our vehicles competitively, recondition them to a high standard, and do it all in a custome...",https://www.autotrader.ca/a/ram/3500/nanaimo/british%20columbia/5_60463688_20221005201416273/?showcpo=ShowCpo&ncse=no&orup=10_100_33001&sprx=-2,Nanaimo Toyota
"$26,995",2022 Toyota Corolla L,,https://tdrpmimages.azureedge.net/photos/import/202311/0813/2032/9f4836f2-377e-4cf6-b9d9-4367313fa445.jpg-180x135,NANAIMO,"39,613 KM","Do you prefer text contact? You can TEXT our sales team directly at ********** At Nanaimo Toyota, we endeavor to build long-term relationships and help our communities thrive. We price our vehicles competitively, recondition them to a high standard, and do it all in a custome...",https://www.autotrader.ca/a/toyota/corolla/nanaimo/british%20columbia/5_60463684_20221005201416273/?showcpo=ShowCpo&ncse=no&orup=11_100_33001&sprx=-2,Nanaimo Toyota
"$69,995",2021 Mercedes-Benz Sprinter 170-Inch WB Standard Box Truck 3.0L Diesel V6,15,https://tdrpmimages.azureedge.net/photos/import/202311/0813/2634/ff261db1-4187-4401-8db2-e3e2a665064d_overlay.jpg-180x135,VICTORIA,"27,465 KM","Paradigm Fleet Services Sales and Leasing, located in the greater Hamilton and Greater Toronto area, are extremely happy to be offering a wide section of cargo vans, cube/box trucks, compact cargo vans, and work trucks. We can help with great-priced used cargo vans and assi...",https://www.autotrader.ca/a/mercedes-benz/unspecified/victoria/british%20columbia/5_60463484_20230831133752629/?showcpo=ShowCpo&ncse=no&orup=12_100_33001&sprx=-2,Paradigm Fleet Sales Leasing and Upfitting (BC)
"$31,888",2021 Nissan Qashqai SV,9,https://tdrpmimages.azureedge.net/photos/import/202311/0812/0020/2138905b-ebe3-496c-98db-06d88bb42391.jpg-180x135,DUNCAN,"24,152 KM",Nissan of Duncan offers the Lowest prices on all New Nissan models on Vancouver Island! Lifetime oil change program included on the purchase of all new vehicles! Nissan of Duncan has a Huge selection of quality Pre-owned Vehicles. Our knowledgeable sales staff are always happ...,https://www.autotrader.ca/a/nissan/qashqai/duncan/british%20columbia/5_60463297_20230803171742543/?showcpo=ShowCpo&ncse=no&orup=13_100_33001&sprx=-2,Nissan Of Duncan
"$90,900",2022 Porsche Cayenne 2YR Warranty/Unlimited KM,51,https://tdrpmimages.azureedge.net/photos/import/202310/3109/1621/37253779-1fe2-4027-b170-455078d7571f_overlay.jpg-180x135,VANCOUVER,"18,985 KM","Options include: Premium Package Plus, Seat Ventilation (Front), LED-Matrix Headlights Incl. Porsche Dynamic Light System Plus (PDLS+), Soft Close Doors, All-Season Tires for 21inch Wheels, Surround View Camera System, Window Trim in Black (High-Gloss), Under Door Puddle Light...",https://www.autotrader.ca/a/porsche/cayenne/vancouver/british%20columbia/5_59926342_bs2005329102611/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Porsche Centre Vancouver
"$53,950",2021 Audi Q5 45 2.0T Technik quattro 7sp S Tronic,,https://tdrpmimages.azureedge.net/photos/import/202311/0810/2134/53ac1012-d6ae-47b5-abe7-45d9ce177303.jpg-180x135,VICTORIA,"8,444 KM","LOW MILAGE!! One previous owner, BC original vehicle, No accidents reported by Carfax! Mythos black metallic with Black leather interior! Technik! S line black package, Metallic effect paint, Audi phonebox w/ Qi wireless charge & signal boost. Features include; Lane departur...",https://www.autotrader.ca/a/audi/q5/victoria/british%20columbia/5_60462480_20120831160016334/?showcpo=ShowCpo&ncse=no&orup=14_100_33001&sprx=-2,Audi Victoria
"$68,995",2022 Toyota Tundra Tundra CrewMax Limited,,https://tdrpmimages.azureedge.net/photos/import/202311/0816/4740/184b21c1-5f3d-4bf2-872f-75bca4492383.jpg-180x135,VICTORIA,"8,500 KM","Call **********! Jim Pattison Lexus Victoria sells & services new & used Lexus vehicles throughout the Lower Mainland. Financing available OAC Price does not include $595 documentation, $450 used car finance placement fee and taxes. D#40155 Price does not include $595 document...",https://www.autotrader.ca/a/toyota/tundra/victoria/british%20columbia/5_60462472_20110808084708016/?showcpo=ShowCpo&ncse=no&orup=15_100_33001&sprx=-2,Jim Pattison Lexus Victoria
"$7,995",2007 Toyota Yaris LE 5M,,https://tdrpmimages.azureedge.net/photos/import/202311/0816/4826/5ca7244d-32ca-4ead-8b9e-7f6428571a97.jpg-180x135,VICTORIA,"81,802 KM","Every Select pre-owned vehicle we offer has been rigorously inspected by a highly trained service technician to ensure safety, quality and provide peace of mind. 14-Day Owner Exchange Program Should any mechanical issue arise with the vehicle you have purchased that we are un...",https://www.autotrader.ca/a/toyota/yaris/victoria/british%20columbia/5_60462468_bs200541292544/?showcpo=ShowCpo&ncse=no&orup=16_100_33001&sprx=-2,Jim Pattison Toyota Victoria
"$36,995",2020 Honda CR-V Sport 4WD,,https://tdrpmimages.azureedge.net/photos/import/202311/0816/4741/2143139a-e347-4d60-beee-c00121af48dd.jpg-180x135,VICTORIA,"47,642 KM","Every Select pre-owned vehicle we offer has been rigorously inspected by a highly trained service technician to ensure safety, quality and provide peace of mind. 14-Day Owner Exchange Program Should any mechanical issue arise with the vehicle you have purchased that we are un...",https://www.autotrader.ca/a/honda/cr-v/victoria/british%20columbia/5_60462462_bs200541292544/?showcpo=ShowCpo&ncse=no&orup=17_100_33001&sprx=-2,Jim Pattison Toyota Victoria
"$23,900",2014 BMW 328I,20,https://tdrpmimages.azureedge.net/photos/import/202311/0810/2045/902ed34b-a89a-4cf6-8e6e-40de284fe3e5.jpg-180x135,NORTH VANCOUVER,"77,969 KM",Christmas comes early sales event !,https://www.autotrader.ca/a/bmw/3%20series/north%20vancouver/british%20columbia/5_60462434_20220615183616521/?showcpo=ShowCpo&ncse=no&orup=18_100_33001&sprx=-2,Park Shore BMW
"$22,899",2014 Toyota Prius v CVT,,https://tdrpmimages.azureedge.net/photos/import/202311/0810/2015/68553585-2866-4ab2-9aa0-81b6b70fb3ef.jpg-180x135,COURTENAY,"75,826 KM","ONE OWNER - LOCALLY OWNED - ISLAND DRIVEN - LOW KILOMETRES! - LEATHER INTERIOR - BACKUP CAMERA - HEATED SEATS - BLUETOOTH - And so much more! - The 2014 Toyota Prius has an endless list of excellent features, we would run out of space if we listed them all! The fuel economy o...",https://www.autotrader.ca/a/toyota/prius/courtenay/british%20columbia/5_60462398_20180910164126922/?showcpo=ShowCpo&ncse=no&orup=19_100_33001&sprx=-2,Comox Valley Hyundai
"$34,900",2016 Mercedes-Benz C450 AMG 4MATIC Sedan,22,https://tdrpmimages.azureedge.net/photos/import/202311/0810/1914/e542d4f0-6d25-4dc9-b936-32b0c6e7da3e.jpg-180x135,VICTORIA,"72,749 KM",,https://www.autotrader.ca/a/mercedes-benz/c-class/victoria/british%20columbia/5_60462312_20070323121827640/?showcpo=ShowCpo&ncse=no&orup=20_100_33001&sprx=-2,Three Point Motors - Victoria
"$195,900",2018 Porsche Panamera Turbo S e-Hybrid Executive,3,https://tdrpmimages.azureedge.net/photos/import/202311/0810/1711/d37ec429-7509-44a9-8730-f7b9ad8e50c7_overlay.jpg-180x135,VANCOUVER,"21,217 KM",,https://www.autotrader.ca/a/porsche/panamera/vancouver/british%20columbia/5_60462169_bs2005329102611/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=21_100_33001&sprx=-2,Porsche Centre Vancouver
"$145,900",2023 Porsche Cayenne GTS,3,https://tdrpmimages.azureedge.net/photos/import/202311/0810/1638/d82bb013-60fc-452a-b4c6-204a499ebf0c_overlay.jpg-180x135,VANCOUVER,"8,900 KM",,https://www.autotrader.ca/a/porsche/cayenne/vancouver/british%20columbia/5_60462145_bs2005329102611/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=22_100_33001&sprx=-2,Porsche Centre Vancouver
"$31,734",2017 Land Rover Range Rover Evoque,13,https://tdrpmimages.azureedge.net/photos/import/202311/0708/3223/7e1f1118-790c-4e4b-81f2-a4fd00992855_overlay.jpg-180x135,VANCOUVER,"36,400 KM","Navigation, Nav, GPS, Leather, Sunroof / Moonroof, Streaming Bluetooth Audio, Local Trade, Heated Seats, Not a Rental. 2017 Fuji White Land Rover Range Rover Evoque SE Odometer is 57113 kilometers below market average!",https://www.autotrader.ca/a/land%20rover/range%20rover%20evoque/vancouver/british%20columbia/5_60064249_bs2005712114840/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Jaguar Land Rover Vancouver
"$124,900",2023 Porsche Cayenne S,3,https://tdrpmimages.azureedge.net/photos/import/202311/0810/1638/ce7d9376-8251-44b9-ae48-cf159afd3bcc_overlay.jpg-180x135,VANCOUVER,"13,212 KM",,https://www.autotrader.ca/a/porsche/cayenne/vancouver/british%20columbia/5_60462142_bs2005329102611/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=23_100_33001&sprx=-2,Porsche Centre Vancouver
"$26,811",2019 Toyota Corolla 4-door Sedan SE CVTi-S New Tires!,22,https://tdrpmimages.azureedge.net/photos/import/202311/0810/1614/eeeb3743-152e-4379-9a8b-49c725601d34.jpg-180x135,SURREY,"53,626 KM","New Tires! Fresh Oil Change! Navigation! Heated Seats! The 2019 Toyota Corolla XSE is a compact sedan that offers a blend of practicality and style. It comes equipped with a 2.0-liter four-cylinder engine that produces 169 horsepower, providing a responsive and fuel-efficient ...",https://www.autotrader.ca/a/toyota/corolla/surrey/british%20columbia/5_60462095_20190115192019191/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=24_100_33001&sprx=-2,OpenRoad Toyota Peace Arch
"$14,995",2015 Chrysler 200,20,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0442/6b5dbfed-3753-4165-b93b-9f992215ae4f.jpg-180x135,VICTORIA,"119,466 KM",2015 Chrysler 200C 4 door sedan. White with black leather interior. 119466 KMs. Power windows locks mirrors and seats. Cruise control. Climate control. Heated seats and steering wheel. Navigation. AM/FM/CD/SAT stereo with blueooth. Backup camera. Parking sensors. Many more opt...,https://www.autotrader.ca/a/chrysler/200/victoria/british%20columbia/5_60462069_20200210212409349/?showcpo=ShowCpo&ncse=no&orup=25_100_33001&sprx=-2,Used Car Centre
"$22,995",2016 Jeep Cherokee,22,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0442/a003742d-a6fe-499a-a115-e69078d4d6a8.jpg-180x135,VICTORIA,"155,660 KM",2016 Jeep Cherokee Trailhawk 4WD SUV. White with black leather interior. 155660 KMs. Power windows locks mirrors and seats. Panoramic sunroof. Heated seats and steering wheel. Adjustable suspension/drive mode. Climate control. Cruise control. AM/FM/CD/SAT stereo with bluetooth...,https://www.autotrader.ca/a/jeep/cherokee/victoria/british%20columbia/5_60462068_20200210212409349/?showcpo=ShowCpo&ncse=no&orup=26_100_33001&sprx=-2,Used Car Centre
"$10,995",2006 Ford Explorer,20,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0442/9347a6ff-8361-411d-b636-3a6b0ebce6f1.jpg-180x135,VICTORIA,"236,085 KM",2006 Ford Explorer 4WD SUV. Grey with tan interior. 236085 KMs. Power windows locks mirrors seats and pedals. Sunroof. Heated seats. Cruise control. Climate control. AM/FM/CD stereo with steering wheel audio controls. Nice shape inside and out! Financing now available on all y...,https://www.autotrader.ca/a/ford/explorer/victoria/british%20columbia/5_60462066_20200210212409349/?showcpo=ShowCpo&ncse=no&orup=27_100_33001&sprx=-2,Used Car Centre
"$5,995",2001 Chevrolet Venture,18,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0442/ae473a8a-aec8-45ba-bcd4-c5daf363c0cf.jpg-180x135,VICTORIA,"166,114 KM",2001 Chevrolet Venture minivan. Blue with grey interior. 166114. KMS. Seats 7. A/C. Cruise control. AM/FM/CD player. Nice condition in and out with very low KM's for the year. Loads of space! . Financing now available on all years/makes/models! When others say no we say yes! ...,https://www.autotrader.ca/a/chevrolet/venture/victoria/british%20columbia/5_60462067_20200210212409349/?showcpo=ShowCpo&ncse=no&orup=28_100_33001&sprx=-2,Used Car Centre
"$5,995",2005 Honda Civic,16,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0442/02b7489e-131b-4a1e-8881-e2b477aaebed.jpg-180x135,VICTORIA,"219,587 KM",2005 Honda Civic 4 door sedan. Black with grey interior. Automatic. 219587 KMs. A/C. Cruise control. AM/FM/CD stereo. Nice shape and very economical 4 door sedan! Financing now available on all years/makes/models! When others say no we say yes! No pay stubs required and we hav...,https://www.autotrader.ca/a/honda/civic/victoria/british%20columbia/5_60462065_20200210212409349/?showcpo=ShowCpo&ncse=no&orup=29_100_33001&sprx=-2,Used Car Centre
"$49,888",2019 Ram 1500 Rebel 4x4 Crew Cab 5'7 Box,17,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0009/70c3246c-ff13-4f8c-b9ca-0f488b2cf6f2.jpg-180x135,COQUITLAM,"39,122 KM",2019 RAM 1500 REBEL CREW CAB 4WD...BC UNIT WITH NO ACCIDENTS...5.7L HEMI WITH MDS FUEL SAVER 8 SPEED AUTOMATIC TRANSMISSION LEATHER AND SOUND GROUP($3590 UPGRADE) INCLUDING LUXURY LEATHER INTERIOR 12 TOUCHSCREEN GPS NAVIGATION HEATED FRONT SEATS AND STEERING WHEEL 8 WAY POWER ...,https://www.autotrader.ca/a/ram/1500/coquitlam/british%20columbia/5_60462045_20190524143327158/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=30_100_33001&sprx=-2,DriveCo Motors
"$15,888",2012 BMW X6 AWD 4dr 35i,17,https://tdrpmimages.azureedge.net/photos/import/202311/0810/0008/ab159cad-6b5e-4f65-ab14-fb97da490819.jpg-180x135,COQUITLAM,"146,484 KM",2012 BMW X6 35i AWD...BC UNIT WITH NO ACCIDENTS...3.0 L ENGINE AUTOMATIC TRANSMISSION POWER MOON ROOF LEATHER INTERIOR WITH HEATED SEATS NAVIGATION WITH BACK UP CAMERA POWER GROUP PREMIUM AUDIO CLIMATE CONTROL PREMIUM ALLOY WHEELS AND MORE...DriveCo Motors BCs best priced cert...,https://www.autotrader.ca/a/bmw/x6/coquitlam/british%20columbia/5_60462044_20190524143327158/?showcpo=ShowCpo&ncse=no&ursrc=hl&orup=31_100_33001&sprx=-2,DriveCo Motors
"$599,995",2021 Ferrari F8 Spider NO 10% FEDERAL LUXURY TAX,10,https://tdrpmimages.azureedge.net/photos/import/202303/1609/1155/07a0a7fe-60e9-4a9d-a0d4-d4e16b007c91.jpg-180x135,VANCOUVER,"1,999 KM","!! NO FEDERAL LUXURY TAX !! Ferrari of Vancouver is proud to present this beautiful 2021 F8 Spider with the classic Ferrari color scheme Rosso Corsa on Nero. Just arrived on trade! One owner, No accident very low mileage only has 1998km!! This F8 Spider is very well configure...",https://www.autotrader.ca/a/ferrari/f8%20spider/vancouver/british%20columbia/5_55827771_bs200522103016/?showcpo=ShowCpo&ncse=no&ursrc=ppl&sprx=-2,Ferrari of Vancouver
